   Elapsed_time	    ECG
          1.931	  0.215
          1.932	  0.215
          1.933	  0.223
          1.935	  0.215
          1.936	  0.208
          1.938	  0.215
          1.939	  0.208
          1.940	  0.200
          1.942	  0.192
          1.943	  0.200
          1.944	  0.185
          1.946	  0.177
          1.947	  0.185
          1.949	  0.185
          1.950	  0.177
          1.951	  0.177
          1.953	  0.185
          1.954	  0.177
          1.956	  0.177
          1.957	  0.185
          1.958	  0.185
          1.960	  0.177
          1.961	  0.185
          1.962	  0.200
          1.964	  0.192
          1.965	  0.185
          1.967	  0.192
          1.968	  0.185
          1.969	  0.185
          1.971	  0.185
          1.972	  0.185
          1.974	  0.185
          1.975	  0.185
          1.976	  0.192
          1.978	  0.185
          1.979	  0.185
          1.981	  0.192
          1.982	  0.185
          1.983	  0.192
          1.985	  0.185
          1.986	  0.192
          1.988	  0.185
          1.989	  0.192
          1.990	  0.192
          1.992	  0.185
          1.993	  0.185
          1.994	  0.185
          1.996	  0.177
          1.997	  0.177
          1.999	  0.177
          2.000	  0.169
          2.001	  0.177
          2.003	  0.185
          2.004	  0.185
          2.006	  0.192
          2.007	  0.192
          2.008	  0.192
          2.010	  0.192
          2.011	  0.200
          2.013	  0.200
          2.014	  0.192
          2.015	  0.192
          2.017	  0.208
          2.018	  0.200
          2.019	  0.192
          2.021	  0.192
          2.022	  0.200
          2.024	  0.192
          2.025	  0.200
          2.026	  0.200
          2.028	  0.200
          2.029	  0.192
          2.031	  0.200
          2.032	  0.192
          2.033	  0.192
          2.035	  0.200
          2.036	  0.192
          2.038	  0.185
          2.039	  0.200
          2.040	  0.192
          2.042	  0.185
          2.043	  0.192
          2.044	  0.192
          2.046	  0.185
          2.047	  0.200
          2.049	  0.192
          2.050	  0.185
          2.051	  0.192
          2.053	  0.192
          2.054	  0.185
          2.056	  0.185
          2.057	  0.192
          2.058	  0.185
          2.060	  0.177
          2.061	  0.177
          2.062	  0.177
          2.064	  0.169
          2.065	  0.185
          2.067	  0.185
          2.068	  0.185
          2.069	  0.185
          2.071	  0.185
          2.072	  0.192
          2.074	  0.200
          2.075	  0.200
          2.076	  0.200
          2.078	  0.208
          2.079	  0.215
          2.081	  0.215
          2.082	  0.215
          2.083	  0.238
          2.085	  0.238
          2.086	  0.231
          2.087	  0.254
          2.089	  0.262
          2.090	  0.277
          2.092	  0.300
          2.093	  0.323
          2.094	  0.338
          2.096	  0.354
          2.097	  0.377
          2.099	  0.400
          2.100	  0.415
          2.101	  0.438
          2.103	  0.446
          2.104	  0.462
          2.106	  0.462
          2.107	  0.469
          2.108	  0.500
          2.110	  0.531
          2.111	  0.523
          2.112	  0.546
          2.114	  0.577
          2.115	  0.592
          2.117	  0.592
          2.118	  0.608
          2.119	  0.638
          2.121	  0.654
          2.122	  0.677
          2.124	  0.708
          2.125	  0.731
          2.126	  0.746
          2.128	  0.762
          2.129	  0.800
          2.131	  0.854
          2.132	  0.892
          2.133	  0.915
          2.135	  0.954
          2.136	  1.008
          2.138	  1.031
          2.139	  1.038
          2.140	  1.015
          2.142	  0.985
          2.143	  0.977
          2.144	  0.962
          2.146	  0.938
          2.147	  0.915
          2.149	  0.892
          2.150	  0.846
          2.151	  0.777
          2.153	  0.738
          2.154	  0.700
          2.156	  0.646
          2.157	  0.600
          2.158	  0.554
          2.160	  0.515
          2.161	  0.462
          2.163	  0.415
          2.164	  0.369
          2.165	  0.331
          2.167	  0.292
          2.168	  0.246
          2.169	  0.223
          2.171	  0.238
          2.172	  0.238
          2.174	  0.223
          2.175	  0.208
          2.176	  0.208
          2.178	  0.208
          2.179	  0.200
          2.181	  0.200
          2.182	  0.185
          2.183	  0.192
          2.185	  0.185
          2.186	  0.177
          2.188	  0.177
          2.189	  0.169
          2.190	  0.169
          2.192	  0.154
          2.193	  0.154
          2.194	  0.162
          2.196	  0.162
          2.197	  0.154
          2.199	  0.154
          2.200	  0.154
          2.201	  0.146
          2.203	  0.146
          2.204	  0.146
          2.206	  0.154
          2.207	  0.154
          2.208	  0.154
          2.210	  0.138
          2.211	  0.146
          2.212	  0.138
          2.214	  0.138
          2.215	  0.123
          2.217	  0.131
          2.218	  0.131
          2.219	  0.123
          2.221	  0.131
          2.222	  0.131
          2.224	  0.123
          2.225	  0.123
          2.226	  0.123
          2.228	  0.123
          2.229	  0.115
          2.231	  0.115
          2.232	  0.123
          2.233	  0.123
          2.235	  0.115
          2.236	  0.123
          2.237	  0.123
          2.239	  0.115
          2.240	  0.108
          2.242	  0.115
          2.243	  0.123
          2.244	  0.108
          2.246	  0.115
          2.247	  0.108
          2.249	  0.108
          2.250	  0.092
          2.251	  0.100
          2.253	  0.108
          2.254	  0.100
          2.256	  0.092
          2.257	  0.092
          2.258	  0.092
          2.260	  0.077
          2.261	  0.092
          2.263	  0.100
          2.264	  0.108
          2.265	  0.100
          2.267	  0.100
          2.268	  0.100
          2.269	  0.100
          2.271	  0.085
          2.272	  0.092
          2.274	  0.100
          2.275	  0.092
          2.276	  0.085
          2.278	  0.085
          2.279	  0.092
          2.281	  0.100
          2.282	  0.108
          2.283	  0.108
          2.285	  0.100
          2.286	  0.100
          2.288	  0.092
          2.289	  0.100
          2.290	  0.092
          2.292	  0.077
          2.293	  0.085
          2.294	  0.085
          2.296	  0.077
          2.297	  0.069
          2.299	  0.077
          2.300	  0.069
          2.301	  0.069
          2.303	  0.077
          2.304	  0.069
          2.306	  0.069
          2.307	  0.062
          2.308	  0.062
          2.310	  0.062
          2.311	  0.069
          2.312	  0.069
          2.314	  0.062
          2.315	  0.062
          2.317	  0.054
          2.318	  0.062
          2.319	  0.069
          2.321	  0.054
          2.322	  0.046
          2.324	  0.054
          2.325	  0.062
          2.326	  0.054
          2.328	  0.046
          2.329	  0.054
          2.331	  0.054
          2.332	  0.054
          2.333	  0.046
          2.335	  0.038
          2.336	  0.046
          2.337	  0.046
          2.339	  0.046
          2.340	  0.038
          2.342	  0.038
          2.343	  0.038
          2.344	  0.046
          2.346	  0.038
          2.347	  0.038
          2.349	  0.046
          2.350	  0.054
          2.351	  0.046
          2.353	  0.031
          2.354	  0.038
          2.356	  0.054
          2.357	  0.054
          2.358	  0.038
          2.360	  0.031
          2.361	  0.038
          2.362	  0.023
          2.364	  0.023
          2.365	  0.015
          2.367	  0.008
          2.368	  0.015
          2.369	  0.008
          2.371	  0.000
          2.372	  0.000
          2.374	  0.008
          2.375	 -0.008
          2.376	 -0.015
          2.378	 -0.008
          2.379	 -0.023
          2.381	 -0.031
          2.382	 -0.023
          2.383	 -0.031
          2.385	 -0.046
          2.386	 -0.031
          2.388	 -0.031
          2.389	 -0.046
          2.390	 -0.031
          2.392	 -0.031
          2.393	 -0.046
          2.394	 -0.054
          2.396	 -0.038
          2.397	 -0.038
          2.399	 -0.038
          2.400	 -0.038
          2.401	 -0.038
          2.403	 -0.038
          2.404	 -0.023
          2.406	 -0.023
          2.407	 -0.023
          2.408	 -0.023
          2.410	 -0.023
          2.411	 -0.023
          2.413	 -0.023
          2.414	 -0.023
          2.415	 -0.031
          2.417	 -0.031
          2.418	 -0.023
          2.419	 -0.023
          2.421	 -0.023
          2.422	 -0.015
          2.424	 -0.008
          2.425	 -0.008
          2.426	 -0.008
          2.428	  0.000
          2.429	 -0.008
          2.431	  0.000
          2.432	  0.008
          2.433	  0.015
          2.435	  0.015
          2.436	  0.015
          2.438	  0.008
          2.439	  0.015
          2.440	  0.023
          2.442	  0.031
          2.443	  0.038
          2.444	  0.046
          2.446	  0.038
          2.447	  0.038
          2.449	  0.038
          2.450	  0.038
          2.451	  0.046
          2.453	  0.046
          2.454	  0.038
          2.456	  0.062
          2.457	  0.077
          2.458	  0.069
          2.460	  0.062
          2.461	  0.069
          2.462	  0.069
          2.464	  0.069
          2.465	  0.069
          2.467	  0.062
          2.468	  0.062
          2.469	  0.077
          2.471	  0.085
          2.472	  0.077
          2.474	  0.085
          2.475	  0.077
          2.476	  0.085
          2.478	  0.085
          2.479	  0.092
          2.481	  0.092
          2.482	  0.100
          2.483	  0.092
          2.485	  0.100
          2.486	  0.108
          2.487	  0.108
          2.489	  0.115
          2.490	  0.115
          2.492	  0.123
          2.493	  0.115
          2.494	  0.115
          2.496	  0.115
          2.497	  0.131
          2.499	  0.131
          2.500	  0.123
          2.501	  0.131
          2.503	  0.123
          2.504	  0.123
          2.506	  0.115
          2.507	  0.115
          2.508	  0.123
          2.510	  0.123
          2.511	  0.131
          2.513	  0.138
          2.514	  0.138
          2.515	  0.146
          2.517	  0.146
          2.518	  0.138
          2.519	  0.146
          2.521	  0.138
          2.522	  0.146
          2.524	  0.146
          2.525	  0.146
          2.526	  0.146
          2.528	  0.146
          2.529	  0.146
          2.531	  0.154
          2.532	  0.154
          2.533	  0.146
          2.535	  0.146
          2.536	  0.154
          2.538	  0.162
          2.539	  0.185
          2.540	  0.185
          2.542	  0.177
          2.543	  0.192
          2.544	  0.200
          2.546	  0.192
          2.547	  0.185
          2.549	  0.192
          2.550	  0.192
          2.551	  0.185
          2.553	  0.192
          2.554	  0.192
          2.556	  0.200
          2.557	  0.192
          2.558	  0.200
          2.560	  0.200
          2.561	  0.208
          2.562	  0.200
          2.564	  0.208
          2.565	  0.192
          2.567	  0.200
          2.568	  0.208
          2.569	  0.208
          2.571	  0.215
          2.572	  0.215
          2.574	  0.208
          2.575	  0.200
          2.576	  0.215
          2.578	  0.215
          2.579	  0.208
          2.581	  0.208
          2.582	  0.215
          2.583	  0.208
          2.585	  0.215
          2.586	  0.215
          2.587	  0.200
          2.589	  0.192
          2.590	  0.200
          2.592	  0.215
          2.593	  0.208
          2.594	  0.200
          2.596	  0.231
          2.597	  0.223
          2.599	  0.215
          2.600	  0.223
          2.601	  0.215
          2.603	  0.208
          2.604	  0.223
          2.606	  0.215
          2.607	  0.208
          2.608	  0.215
          2.610	  0.215
          2.611	  0.215
          2.612	  0.231
          2.614	  0.231
          2.615	  0.215
          2.617	  0.231
          2.618	  0.231
          2.619	  0.223
          2.621	  0.215
          2.622	  0.223
          2.624	  0.215
          2.625	  0.223
          2.626	  0.215
          2.628	  0.215
          2.629	  0.223
          2.631	  0.231
          2.632	  0.215
          2.633	  0.223
          2.635	  0.231
          2.636	  0.223
          2.638	  0.215
          2.639	  0.215
          2.640	  0.215
          2.642	  0.208
          2.643	  0.208
          2.644	  0.192
          2.646	  0.192
          2.647	  0.200
          2.649	  0.208
          2.650	  0.200
          2.651	  0.200
          2.653	  0.200
          2.654	  0.215
          2.656	  0.223
          2.657	  0.215
          2.658	  0.215
          2.660	  0.223
          2.661	  0.215
          2.663	  0.208
          2.664	  0.200
          2.665	  0.208
          2.667	  0.208
          2.668	  0.200
          2.669	  0.215
          2.671	  0.208
          2.672	  0.208
          2.674	  0.215
          2.675	  0.208
          2.676	  0.208
          2.678	  0.215
          2.679	  0.200
          2.681	  0.208
          2.682	  0.200
          2.683	  0.200
          2.685	  0.208
          2.686	  0.215
          2.688	  0.208
          2.689	  0.208
          2.690	  0.215
          2.692	  0.215
          2.693	  0.215
          2.694	  0.215
          2.696	  0.215
          2.697	  0.208
          2.699	  0.208
          2.700	  0.208
          2.701	  0.215
          2.703	  0.215
          2.704	  0.208
          2.706	  0.208
          2.707	  0.208
          2.708	  0.215
          2.710	  0.215
          2.711	  0.208
          2.712	  0.200
          2.714	  0.208
          2.715	  0.215
          2.717	  0.215
          2.718	  0.215
          2.719	  0.208
          2.721	  0.208
          2.722	  0.208
          2.724	  0.208
          2.725	  0.208
          2.726	  0.208
          2.728	  0.208
          2.729	  0.215
          2.731	  0.208
          2.732	  0.215
          2.733	  0.208
          2.735	  0.208
          2.736	  0.208
          2.737	  0.208
          2.739	  0.200
          2.740	  0.208
          2.742	  0.200
          2.743	  0.215
          2.744	  0.215
          2.746	  0.215
          2.747	  0.215
          2.749	  0.223
          2.750	  0.223
          2.751	  0.223
          2.753	  0.215
          2.754	  0.208
          2.756	  0.200
          2.757	  0.208
          2.758	  0.215
          2.760	  0.223
          2.761	  0.215
          2.763	  0.223
          2.764	  0.208
          2.765	  0.208
          2.767	  0.215
          2.768	  0.215
          2.769	  0.208
          2.771	  0.208
          2.772	  0.208
          2.774	  0.208
          2.775	  0.208
          2.776	  0.215
          2.778	  0.215
          2.779	  0.208
          2.781	  0.208
          2.782	  0.215
          2.783	  0.208
          2.785	  0.208
          2.786	  0.208
          2.788	  0.208
          2.789	  0.192
          2.790	  0.208
          2.792	  0.208
          2.793	  0.200
          2.794	  0.200
          2.796	  0.208
          2.797	  0.200
          2.799	  0.177
          2.800	  0.185
          2.801	  0.169
          2.803	  0.177
          2.804	  0.162
          2.806	  0.162
          2.807	  0.162
          2.808	  0.154
          2.810	  0.169
          2.811	  0.177
          2.812	  0.177
          2.814	  0.177
          2.815	  0.185
          2.817	  0.192
          2.818	  0.192
          2.819	  0.192
          2.821	  0.185
          2.822	  0.185
          2.824	  0.192
          2.825	  0.192
          2.826	  0.177
          2.828	  0.177
          2.829	  0.185
          2.831	  0.185
          2.832	  0.169
          2.833	  0.169
          2.835	  0.169
          2.836	  0.154
          2.837	  0.154
          2.839	  0.169
          2.840	  0.162
          2.842	  0.185
          2.843	  0.192
          2.844	  0.192
          2.846	  0.192
          2.847	  0.208
          2.849	  0.200
          2.850	  0.192
          2.851	  0.185
          2.853	  0.200
          2.854	  0.192
          2.856	  0.192
          2.857	  0.192
          2.858	  0.192
          2.860	  0.185
          2.861	  0.185
          2.862	  0.177
          2.864	  0.177
          2.865	  0.169
          2.867	  0.162
          2.868	  0.169
          2.869	  0.169
          2.871	  0.169
          2.872	  0.169
          2.874	  0.169
          2.875	  0.177
          2.876	  0.169
          2.878	  0.162
          2.879	  0.169
          2.881	  0.162
          2.882	  0.162
          2.883	  0.169
          2.885	  0.169
          2.886	  0.162
          2.888	  0.169
          2.889	  0.177
          2.890	  0.177
          2.892	  0.169
          2.893	  0.169
          2.894	  0.177
          2.896	  0.169
          2.897	  0.169
          2.899	  0.169
          2.900	  0.154
          2.901	  0.169
          2.903	  0.162
          2.904	  0.162
          2.906	  0.162
          2.907	  0.169
          2.908	  0.169
          2.910	  0.162
          2.911	  0.169
          2.913	  0.169
          2.914	  0.169
          2.915	  0.162
          2.917	  0.154
          2.918	  0.169
          2.919	  0.177
          2.921	  0.162
          2.922	  0.162
          2.924	  0.162
          2.925	  0.169
          2.926	  0.177
          2.928	  0.177
          2.929	  0.169
          2.931	  0.169
          2.932	  0.177
          2.933	  0.177
          2.935	  0.169
          2.936	  0.177
          2.938	  0.177
          2.939	  0.162
          2.940	  0.169
          2.942	  0.162
          2.943	  0.169
          2.944	  0.169
          2.946	  0.154
          2.947	  0.154
          2.949	  0.162
          2.950	  0.169
          2.951	  0.162
          2.953	  0.162
          2.954	  0.169
          2.956	  0.177
          2.957	  0.169
          2.958	  0.169
          2.960	  0.177
          2.961	  0.185
          2.962	  0.192
          2.964	  0.185
          2.965	  0.177
          2.967	  0.177
          2.968	  0.177
          2.969	  0.169
          2.971	  0.162
          2.972	  0.169
          2.974	  0.169
          2.975	  0.169
          2.976	  0.169
          2.978	  0.169
          2.979	  0.169
          2.981	  0.169
          2.982	  0.169
          2.983	  0.169
          2.985	  0.169
          2.986	  0.177
          2.987	  0.169
          2.989	  0.169
          2.990	  0.162
          2.992	  0.177
          2.993	  0.185
          2.994	  0.169
          2.996	  0.162
          2.997	  0.169
          2.999	  0.177
          3.000	  0.169
          3.001	  0.162
          3.003	  0.169
          3.004	  0.169
          3.006	  0.162
          3.007	  0.169
          3.008	  0.169
          3.010	  0.169
          3.011	  0.162
          3.013	  0.162
          3.014	  0.162
          3.015	  0.154
          3.017	  0.162
          3.018	  0.162
          3.019	  0.162
          3.021	  0.162
          3.022	  0.154
          3.024	  0.162
          3.025	  0.162
          3.026	  0.162
          3.028	  0.154
          3.029	  0.154
          3.031	  0.162
          3.032	  0.162
          3.033	  0.169
          3.035	  0.162
          3.036	  0.154
          3.038	  0.154
          3.039	  0.154
          3.040	  0.154
          3.042	  0.154
          3.043	  0.146
          3.044	  0.146
          3.046	  0.146
          3.047	  0.162
          3.049	  0.154
          3.050	  0.146
          3.051	  0.154
          3.053	  0.154
          3.054	  0.154
          3.056	  0.162
          3.057	  0.154
          3.058	  0.154
          3.060	  0.154
          3.061	  0.154
          3.062	  0.154
          3.064	  0.154
          3.065	  0.154
          3.067	  0.154
          3.068	  0.154
          3.069	  0.154
          3.071	  0.154
          3.072	  0.154
          3.074	  0.154
          3.075	  0.162
          3.076	  0.162
          3.078	  0.162
          3.079	  0.169
          3.081	  0.162
          3.082	  0.169
          3.083	  0.177
          3.085	  0.177
          3.086	  0.169
          3.087	  0.177
          3.089	  0.177
          3.090	  0.169
          3.092	  0.169
          3.093	  0.169
          3.094	  0.162
          3.096	  0.169
          3.097	  0.177
          3.099	  0.169
          3.100	  0.162
          3.101	  0.162
          3.103	  0.169
          3.104	  0.169
          3.106	  0.177
          3.107	  0.177
          3.108	  0.169
          3.110	  0.177
          3.111	  0.169
          3.112	  0.185
          3.114	  0.185
          3.115	  0.185
          3.117	  0.185
          3.118	  0.192
          3.119	  0.177
          3.121	  0.177
          3.122	  0.192
          3.124	  0.185
          3.125	  0.169
          3.126	  0.177
          3.128	  0.177
          3.129	  0.169
          3.131	  0.169
          3.132	  0.177
          3.133	  0.169
          3.135	  0.162
          3.136	  0.162
          3.138	  0.162
          3.139	  0.162
          3.140	  0.162
          3.142	  0.162
          3.143	  0.169
          3.144	  0.177
          3.146	  0.177
          3.147	  0.169
          3.149	  0.185
          3.150	  0.185
          3.151	  0.177
          3.153	  0.185
          3.154	  0.177
          3.156	  0.177
          3.157	  0.177
          3.158	  0.177
          3.160	  0.169
          3.161	  0.162
          3.163	  0.162
          3.164	  0.154
          3.165	  0.154
          3.167	  0.154
          3.168	  0.146
          3.169	  0.146
          3.171	  0.154
          3.172	  0.146
          3.174	  0.146
          3.175	  0.154
          3.176	  0.169
          3.178	  0.146
          3.179	  0.154
          3.181	  0.146
          3.182	  0.154
          3.183	  0.146
          3.185	  0.146
          3.186	  0.146
          3.188	  0.146
          3.189	  0.154
          3.190	  0.162
          3.192	  0.162
          3.193	  0.162
          3.194	  0.154
          3.196	  0.154
          3.197	  0.162
          3.199	  0.154
          3.200	  0.154
          3.201	  0.162
          3.203	  0.169
          3.204	  0.162
          3.206	  0.162
          3.207	  0.169
          3.208	  0.177
          3.210	  0.185
          3.211	  0.177
          3.212	  0.177
          3.214	  0.185
          3.215	  0.177
          3.217	  0.185
          3.218	  0.177
          3.219	  0.177
          3.221	  0.169
          3.222	  0.162
          3.224	  0.177
          3.225	  0.169
          3.226	  0.162
          3.228	  0.169
          3.229	  0.169
          3.231	  0.177
          3.232	  0.177
          3.233	  0.177
          3.235	  0.185
          3.236	  0.192
          3.237	  0.200
          3.239	  0.192
          3.240	  0.185
          3.242	  0.185
          3.243	  0.200
          3.244	  0.200
          3.246	  0.192
          3.247	  0.192
          3.249	  0.192
          3.250	  0.177
          3.251	  0.177
          3.253	  0.177
          3.254	  0.177
          3.256	  0.169
          3.257	  0.169
          3.258	  0.177
          3.260	  0.177
          3.261	  0.169
          3.263	  0.169
          3.264	  0.185
          3.265	  0.192
          3.267	  0.192
          3.268	  0.192
          3.269	  0.185
          3.271	  0.185
          3.272	  0.177
          3.274	  0.185
          3.275	  0.177
          3.276	  0.177
          3.278	  0.185
          3.279	  0.177
          3.281	  0.169
          3.282	  0.169
          3.283	  0.162
          3.285	  0.154
          3.286	  0.154
          3.288	  0.154
          3.289	  0.146
          3.290	  0.162
          3.292	  0.162
          3.293	  0.169
          3.294	  0.169
          3.296	  0.177
          3.297	  0.177
          3.299	  0.177
          3.300	  0.177
          3.301	  0.185
          3.303	  0.177
          3.304	  0.177
          3.306	  0.177
          3.307	  0.185
          3.308	  0.185
          3.310	  0.162
          3.311	  0.154
          3.312	  0.177
          3.314	  0.162
          3.315	  0.154
          3.317	  0.162
          3.318	  0.162
          3.319	  0.154
          3.321	  0.154
          3.322	  0.169
          3.324	  0.177
          3.325	  0.162
          3.326	  0.162
          3.328	  0.185
          3.329	  0.169
          3.331	  0.177
          3.332	  0.169
          3.333	  0.177
          3.335	  0.177
          3.336	  0.185
          3.337	  0.177
          3.339	  0.162
          3.340	  0.162
          3.342	  0.162
          3.343	  0.162
          3.344	  0.162
          3.346	  0.154
          3.347	  0.154
          3.349	  0.162
          3.350	  0.169
          3.351	  0.169
          3.353	  0.169
          3.354	  0.169
          3.356	  0.169
          3.357	  0.169
          3.358	  0.177
          3.360	  0.185
          3.361	  0.185
          3.362	  0.192
          3.364	  0.192
          3.365	  0.208
          3.367	  0.208
          3.368	  0.215
          3.369	  0.215
          3.371	  0.208
          3.372	  0.215
          3.374	  0.231
          3.375	  0.231
          3.376	  0.223
          3.378	  0.231
          3.379	  0.238
          3.381	  0.223
          3.382	  0.231
          3.383	  0.238
          3.385	  0.231
          3.386	  0.231
          3.388	  0.231
          3.389	  0.223
          3.390	  0.231
          3.392	  0.238
          3.393	  0.238
          3.394	  0.231
          3.396	  0.231
          3.397	  0.231
          3.399	  0.231
          3.400	  0.231
          3.401	  0.223
          3.403	  0.215
          3.404	  0.200
          3.406	  0.200
          3.407	  0.200
          3.408	  0.208
          3.410	  0.208
          3.411	  0.200
          3.413	  0.200
          3.414	  0.200
          3.415	  0.200
          3.417	  0.208
          3.418	  0.208
          3.419	  0.200
          3.421	  0.200
          3.422	  0.208
          3.424	  0.200
          3.425	  0.200
          3.426	  0.200
          3.428	  0.200
          3.429	  0.192
          3.431	  0.200
          3.432	  0.200
          3.433	  0.200
          3.435	  0.200
          3.436	  0.208
          3.438	  0.192
          3.439	  0.200
          3.440	  0.200
          3.442	  0.208
          3.443	  0.200
          3.444	  0.200
          3.446	  0.200
          3.447	  0.208
          3.449	  0.215
          3.450	  0.215
          3.451	  0.208
          3.453	  0.208
          3.454	  0.200
          3.456	  0.200
          3.457	  0.200
          3.458	  0.200
          3.460	  0.192
          3.461	  0.185
          3.462	  0.177
          3.464	  0.169
          3.465	  0.169
          3.467	  0.177
          3.468	  0.169
          3.469	  0.177
          3.471	  0.162
          3.472	  0.146
          3.474	  0.154
          3.475	  0.162
          3.476	  0.162
          3.478	  0.162
          3.479	  0.169
          3.481	  0.169
          3.482	  0.169
          3.483	  0.177
          3.485	  0.177
          3.486	  0.169
          3.487	  0.169
          3.489	  0.162
          3.490	  0.169
          3.492	  0.169
          3.493	  0.162
          3.494	  0.162
          3.496	  0.169
          3.497	  0.162
          3.499	  0.169
          3.500	  0.169
          3.501	  0.169
          3.503	  0.169
          3.504	  0.169
          3.506	  0.169
          3.507	  0.169
          3.508	  0.169
          3.510	  0.162
          3.511	  0.169
          3.513	  0.162
          3.514	  0.169
          3.515	  0.169
          3.517	  0.162
          3.518	  0.162
          3.519	  0.154
          3.521	  0.162
          3.522	  0.154
          3.524	  0.154
          3.525	  0.162
          3.526	  0.154
          3.528	  0.162
          3.529	  0.177
          3.531	  0.185
          3.532	  0.192
          3.533	  0.200
          3.535	  0.192
          3.536	  0.200
          3.538	  0.215
          3.539	  0.238
          3.540	  0.269
          3.542	  0.285
          3.543	  0.308
          3.544	  0.323
          3.546	  0.338
          3.547	  0.362
          3.549	  0.362
          3.550	  0.354
          3.551	  0.362
          3.553	  0.354
          3.554	  0.346
          3.556	  0.346
          3.557	  0.346
          3.558	  0.331
          3.560	  0.300
          3.561	  0.277
          3.562	  0.262
          3.564	  0.231
          3.565	  0.208
          3.567	  0.192
          3.568	  0.177
          3.569	  0.169
          3.571	  0.146
          3.572	  0.123
          3.574	  0.100
          3.575	  0.077
          3.576	  0.077
          3.578	  0.069
          3.579	  0.077
          3.581	  0.077
          3.582	  0.077
          3.583	  0.085
          3.585	  0.092
          3.586	  0.092
          3.587	  0.092
          3.589	  0.092
          3.590	  0.092
          3.592	  0.108
          3.593	  0.123
          3.594	  0.131
          3.596	  0.138
          3.597	  0.138
          3.599	  0.138
          3.600	  0.146
          3.601	  0.154
          3.603	  0.146
          3.604	  0.154
          3.606	  0.162
          3.607	  0.154
          3.608	  0.154
          3.610	  0.162
          3.611	  0.154
          3.612	  0.146
          3.614	  0.138
          3.615	  0.138
          3.617	  0.131
          3.618	  0.138
          3.619	  0.131
          3.621	  0.123
          3.622	  0.123
          3.624	  0.123
          3.625	  0.123
          3.626	  0.123
          3.628	  0.123
          3.629	  0.131
          3.631	  0.138
          3.632	  0.146
          3.633	  0.154
          3.635	  0.162
          3.636	  0.146
          3.638	  0.138
          3.639	  0.162
          3.640	  0.162
          3.642	  0.146
          3.643	  0.146
          3.644	  0.146
          3.646	  0.154
          3.647	  0.154
          3.649	  0.162
          3.650	  0.154
          3.651	  0.154
          3.653	  0.162
          3.654	  0.162
          3.656	  0.162
          3.657	  0.177
          3.658	  0.185
          3.660	  0.185
          3.661	  0.169
          3.663	  0.177
          3.664	  0.177
          3.665	  0.169
          3.667	  0.177
          3.668	  0.177
          3.669	  0.169
          3.671	  0.185
          3.672	  0.185
          3.674	  0.169
          3.675	  0.185
          3.676	  0.177
          3.678	  0.169
          3.679	  0.169
          3.681	  0.169
          3.682	  0.162
          3.683	  0.162
          3.685	  0.162
          3.686	  0.162
          3.688	  0.162
          3.689	  0.169
          3.690	  0.162
          3.692	  0.177
          3.693	  0.185
          3.694	  0.185
          3.696	  0.192
          3.697	  0.192
          3.699	  0.192
          3.700	  0.177
          3.701	  0.177
          3.703	  0.185
          3.704	  0.177
          3.706	  0.177
          3.707	  0.169
          3.708	  0.177
          3.710	  0.185
          3.711	  0.185
          3.712	  0.185
          3.714	  0.192
          3.715	  0.200
          3.717	  0.192
          3.718	  0.192
          3.719	  0.192
          3.721	  0.185
          3.722	  0.177
          3.724	  0.192
          3.725	  0.200
          3.726	  0.200
          3.728	  0.192
          3.729	  0.185
          3.731	  0.185
          3.732	  0.185
          3.733	  0.192
          3.735	  0.185
          3.736	  0.185
          3.737	  0.177
          3.739	  0.185
          3.740	  0.192
          3.742	  0.185
          3.743	  0.185
          3.744	  0.192
          3.746	  0.192
          3.747	  0.185
          3.749	  0.185
          3.750	  0.200
          3.751	  0.208
          3.753	  0.200
          3.754	  0.192
          3.756	  0.200
          3.757	  0.200
          3.758	  0.192
          3.760	  0.185
          3.761	  0.192
          3.763	  0.192
          3.764	  0.192
          3.765	  0.192
          3.767	  0.192
          3.768	  0.200
          3.769	  0.192
          3.771	  0.200
          3.772	  0.200
          3.774	  0.200
          3.775	  0.208
          3.776	  0.200
          3.778	  0.192
          3.779	  0.223
          3.781	  0.231
          3.782	  0.223
          3.783	  0.223
          3.785	  0.223
          3.786	  0.231
          3.788	  0.223
          3.789	  0.231
          3.790	  0.231
          3.792	  0.223
          3.793	  0.238
          3.794	  0.238
          3.796	  0.231
          3.797	  0.231
          3.799	  0.238
          3.800	  0.246
          3.801	  0.238
          3.803	  0.238
          3.804	  0.246
          3.806	  0.231
          3.807	  0.231
          3.808	  0.238
          3.810	  0.246
          3.811	  0.246
          3.812	  0.246
          3.814	  0.254
          3.815	  0.262
          3.817	  0.269
          3.818	  0.262
          3.819	  0.254
          3.821	  0.269
          3.822	  0.262
          3.824	  0.254
          3.825	  0.262
          3.826	  0.254
          3.828	  0.262
          3.829	  0.269
          3.831	  0.277
          3.832	  0.277
          3.833	  0.277
          3.835	  0.269
          3.836	  0.262
          3.837	  0.269
          3.839	  0.277
          3.840	  0.285
          3.842	  0.285
          3.843	  0.285
          3.844	  0.285
          3.846	  0.285
          3.847	  0.269
          3.849	  0.277
          3.850	  0.285
          3.851	  0.300
          3.853	  0.285
          3.854	  0.277
          3.856	  0.277
          3.857	  0.285
          3.858	  0.300
          3.860	  0.300
          3.861	  0.308
          3.862	  0.300
          3.864	  0.308
          3.865	  0.315
